247,116,51
248,111,100
249,554,91
250,50,100
251,761,45
252,150,106
253,970,85
254,706,40
255,178,73
256,497,14
257,166,93
258,543,103
259,120,16
260,133,103
261,176,18
262,563,25
263,16,51
264,442,92
265,739,17
266,477,68
267,843,52
268,713,24
269,37,78
270,609,9
271,652,75
272,797,83
273,608,13
274,703,37
275,289,48
276,193,39
277,893,20
278,298,94
279,276,8
280,549,90
281,494,70
282,85,12
283,464,48
284,221,82
285,117,100
286,142,106
287,647,104
288,839,17
289,627,25
290,865,36
291,796,17
292,209,77
293,919,83
294,685,97
295,406,20
296,929,29
297,126,11
298,350,24
299,8,11
300,737,108
301,854,49
302,433,15
303,449,73
304,359,35
305,6,14
306,645,20
307,367,90
308,530,92
309,144,20
310,561,31
311,641,85
312,116,71
313,633,29
314,266,100
315,634,46
316,612,46
317,551,92
318,557,51
319,176,60
320,554,107
321,519,110
322,341,35
323,319,13
324,608,56
325,918,61
326,225,38
327,840,35
328,710,63
329,848,8
330,694,104
331,446,33
332,166,90
333,966,68
334,766,88
335,808,34
336,776,82
337,236,14
338,356,82
339,269,27
340,879,14
341,285,80
342,465,46
343,304,18
344,478,41
345,976,14
346,253,18
347,43,102
348,127,33
349,120,58
350,777,39
351,287,25
352,362,15
353,352,84
354,112,36
355,580,92
356,265,62
357,976,17
358,891,31
359,927,60
360,948,20
361,351,23
362,515,82
363,822,80
364,781,88
365,501,23
366,524,97
367,394,45
368,104,104
369,366,39
370,860,75
371,10,26
372,600,33
373,957,45
374,474,24
375,599,73
376,874,39
377,414,18
378,876,19
379,779,86
380,309,59
381,642,31
382,983,17
383,158,44
384,123,53
385,925,80
386,112,18
387,596,19
388,719,55
389,9,73
390,398,94
391,657,78
392,938,93
393,729,41
394,876,96
395,92,86
396,173,75
397,976,26
398,970,106
399,740,12
400,856,77
401,493,46
402,322,25
403,592,44
404,624,47
405,907,95
406,266,64
407,244,82
408,869,5
409,548,44
410,641,37
411,926,46
412,526,25
413,421,82
414,682,104
415,630,82
416,265,5
417,954,44
418,620,81
419,16,37
420,745,107
421,216,5
422,408,70
423,306,36
424,983,22
425,748,89
426,48,35
427,472,26
428,387,68
429,951,53
430,564,101
431,562,99
432,302,97
433,445,12
434,831,26
435,624,17
436,108,37
437,416,69
438,268,49
439,985,53
440,727,67
441,386,29
442,50,99
443,755,18
444,38,81
445,290,36
446,896,100
447,226,38
448,651,35
449,294,95
450,659,15
451,76,94
452,3,73
453,282,90
454,349,6
455,263,14
456,65,101
457,49,34
458,39,33
459,596,53
460,422,96
461,491,45
462,184,60
463,454,28
464,643,31
465,883,15
466,639,38
467,113,46
468,678,42
469,781,72
470,164,7
471,65,14
472,480,105
473,821,91
474,490,103
475,565,46
476,387,78
477,862,105
478,32,45
479,657,89
480,152,108
481,769,47
482,40,93
483,692,100
484,796,85
485,497,35
486,656,30
487,335,91
488,529,64
489,719,85
490,487,101
491,199,55
492,358,41
493,252,97
494,965,90
495,352,72
496,607,40
497,199,103
498,848,86
499,814,35
500,339,45
501,543,18
502,465,77
503,643,64
504,864,57
505,30,14
506,472,31
507,464,46
508,959,106
509,566,99
510,587,92
511,857,53
512,241,79
513,762,51
514,326,59
515,964,51
516,551,69
517,980,86
518,502,41
519,894,73
520,648,58
521,834,64
522,934,86
523,437,95
524,273,24
525,53,101
526,374,45
527,859,81
528,746,20
529,275,41
530,693,66
531,500,60
532,671,100
533,629,89
534,596,39
535,877,57
536,866,85
537,960,69
538,611,48
539,806,84
540,113,78
541,60,101
542,398,34
543,430,40
544,241,44
545,793,23
546,709,53
547,140,72
548,656,16
549,662,22
550,346,6
551,420,11
552,331,12
553,717,69
554,405,15
555,598,15
556,901,13
557,321,41
558,902,99
559,764,92
560,362,41
561,682,60
562,876,40
563,460,33
564,577,41
565,847,8
566,665,106
567,592,40
568,894,25
569,840,56
570,192,19
571,817,59
572,119,50
573,473,12
574,39,70
575,745,81
576,420,60
577,529,97
578,430,46
579,411,14
580,921,31
581,372,41
582,516,36
583,373,34
584,612,100
585,227,11
586,183,99
587,746,52
588,5,29
589,423,33
590,804,94
591,869,91
592,282,13
593,64,9
594,854,68
595,732,70
596,806,101
597,474,86
598,680,103
599,17,70
600,875,50
601,888,75
602,979,29
603,121,8
604,918,41
605,121,104
606,761,30
607,702,27
608,304,107
609,163,104
610,123,96
611,532,91
612,232,57
613,693,108
614,698,33
615,83,37
616,964,78
617,458,107
618,955,45
619,783,12
620,794,110
621,590,63
622,831,52
623,944,7
624,224,8
625,723,63
626,702,107
627,823,95
628,711,6
629,727,22
630,155,90
631,168,40
632,579,70
633,677,55
634,941,110
635,659,83
636,140,52
637,976,104
638,59,51
639,194,49
640,596,5
641,70,37
642,269,38
643,25,31
644,381,27
645,293,29
646,151,48
647,881,62
648,751,84
649,599,66
650,795,70
651,939,18
652,187,84
653,418,105
654,700,41
655,330,38
656,701,41
657,410,62
658,703,82
659,756,28
660,884,33
661,287,85
662,676,41
663,295,70
664,429,44
665,931,36
666,540,104
667,634,100
668,987,91
669,209,29
670,252,15
671,338,62
672,604,14
673,411,35
674,917,49
675,965,18
676,987,26
677,94,47
678,715,15
679,774,100
680,298,31
681,539,53
682,994,48
683,589,35
684,328,66
685,795,95
686,381,56
687,271,69
688,830,20
689,134,7
690,387,7
691,706,55
692,819,38
693,783,16
694,628,79
695,468,93
696,196,101
697,616,8
698,332,77
699,180,66
700,660,55
701,383,107
702,617,11
703,418,62
704,198,16
705,438,75
706,986,73
707,743,6
708,461,100
709,473,91
710,967,73
711,205,23
712,900,13
713,93,36
714,424,18
715,242,8
716,380,71
717,817,29
718,822,60
719,905,47
720,705,36
721,164,47
722,896,42
723,916,26
724,558,48
725,975,77
726,631,53
727,131,5
728,701,63
729,75,52
730,703,18
731,455,78
732,167,5
733,377,56
734,982,63
735,229,36
736,482,81
737,416,96
738,470,74
739,39,101
740,809,50
741,321,30
742,447,45
743,718,39
744,399,108
745,650,7
746,703,34
747,274,57
748,868,16
749,570,15
750,282,51
751,780,78
752,683,106
753,738,34
754,362,31
755,174,97
756,495,71
757,473,6
758,594,64
759,578,73
760,374,27
761,261,78
762,9,68
763,956,45
764,232,96
765,276,82
766,24,82
767,703,80
768,300,91
769,847,25
770,80,93
771,981,102
772,322,103
773,32,6
774,924,103
775,433,55
776,993,6
777,679,34
778,112,74
779,252,18
780,459,14
781,953,38
782,971,97
783,445,99
784,596,93
785,209,13
786,769,66
787,412,24
788,243,51
789,599,64
790,88,94
791,368,105
792,920,22
793,229,90
794,441,108
795,906,70
796,500,70
797,367,82
798,355,75
799,969,89
800,484,16
801,446,93
802,871,64
803,930,27
804,680,9
805,629,63
806,420,34
807,484,17
808,315,107
809,861,66
810,52,33
811,649,94
812,642,94
813,28,106
814,281,64
815,600,82
816,19,89
817,374,93
818,408,27
819,494,61
820,430,81
821,844,44
822,877,25
823,4,11
824,278,6
825,812,81
826,167,36
827,391,15
828,148,85
829,292,94
830,573,14
831,759,77
832,860,69
833,261,102
834,534,53
835,199,102
836,101,101
837,803,91
838,451,34
839,903,66
840,908,99
841,574,60
842,886,71
843,225,73
844,211,42
845,581,89
846,542,12
847,136,66
848,777,55
849,249,15
850,30,60
851,921,6
852,143,5
853,477,85
854,654,102
855,91,29
856,53,66
857,973,95
858,398,30
859,231,48
860,293,16
861,607,89
862,25,36
863,234,25
864,621,95
865,827,84
866,838,58
867,414,101
868,1000,20
869,672,80
870,104,75
871,484,61
872,778,41
873,614,49
874,37,24
875,271,52
876,41,85
877,695,60
878,367,42
879,43,48
880,840,80
881,986,89
882,90,66
883,730,45
884,366,95
885,808,16
886,622,61
887,989,63
888,832,23
889,203,63
890,702,105
891,972,6
892,784,86
893,50,95
894,988,88
895,924,58
896,934,79
897,178,96
898,629,103
899,824,50
900,375,96
901,31,35
902,557,7
903,809,108
904,953,99
905,225,68
906,915,69
907,376,26
908,448,49
909,138,46
910,110,48
911,704,108
912,636,53
913,898,96
914,704,103
915,334,83
916,403,96
917,554,97
918,162,104
919,903,6
920,309,33
921,533,5
922,344,52
923,486,51
924,910,37
925,716,85
926,436,50
927,697,106
928,731,5
929,474,92
930,44,69
931,458,104
932,738,55
933,503,106
934,509,94
935,714,77
936,895,46
937,104,79
938,777,102
939,65,60
940,848,30
941,981,84
942,441,13
943,505,80
944,974,91
945,70,8
946,185,41
947,487,101
948,281,55
949,910,44
950,392,95
951,337,103
952,223,107
953,35,28
954,438,57
955,839,104
956,754,97
957,629,11
958,161,62
959,473,57
960,393,103
961,732,25
962,108,37
963,915,105
964,40,102
965,938,38
966,117,23
967,432,59
968,313,108
969,50,73
970,731,100
971,902,82
972,53,36
973,485,108
974,306,81
975,862,20
976,248,41
977,651,67
978,105,26
979,781,95
980,30,22
981,540,53
982,763,23
983,481,79
984,540,23
985,137,12
986,559,56
987,136,84
988,526,18
989,313,23
990,4,23
991,470,30
992,601,36
993,767,102
994,153,12
995,78,110
996,352,20
997,18,33
998,814,100
999,891,20
1000,317,6
